# time(s) ax ay az trailx traily trailz
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
10.000 120.000 -0.000 -0.000 106.136 0.000 1.948
# --- reset ---
0.017 -119.592 0.240 0.240 -131.136 -6.777 -3.433
0.034 -119.184 0.480 0.480 -130.734 -6.523 -3.199
0.051 -118.776 0.720 0.720 -130.333 -6.270 -2.966
0.068 -118.368 0.960 0.960 -129.930 -6.017 -2.732
0.085 -117.960 1.200 1.200 -129.529 -5.763 -2.498
0.102 -117.552 1.440 1.440 -129.127 -5.509 -2.264
0.119 -117.144 1.678 1.678 -128.731 -5.251 -2.029
0.136 -116.736 1.916 1.916 -128.334 -4.992 -1.794
0.153 -116.328 2.153 2.153 -127.938 -4.734 -1.558
0.170 -115.920 2.391 2.391 -127.541 -4.475 -1.322
0.187 -115.512 2.629 2.629 -127.145 -4.217 -1.087
0.204 -115.104 2.866 2.866 -126.750 -3.957 -0.851
0.221 -114.696 3.100 3.100 -126.359 -3.695 -0.616
0.238 -114.288 3.333 3.333 -125.968 -3.433 -0.381
0.255 -113.880 3.567 3.567 -125.577 -3.170 -0.146
0.272 -113.472 3.800 3.800 -125.186 -2.908 0.089
0.289 -113.064 4.034 4.034 -124.796 -2.645 0.324
0.306 -112.656 4.265 4.265 -124.407 -2.382 0.559
0.323 -112.248 4.493 4.493 -124.021 -2.117 0.792
0.340 -111.840 4.720 4.720 -123.636 -1.853 1.025
0.357 -111.432 4.947 4.947 -123.251 -1.588 1.258
0.374 -111.024 5.174 5.174 -122.866 -1.323 1.492
0.391 -110.616 5.402 5.402 -122.480 -1.058 1.726
0.408 -110.208 5.625 5.625 -122.098 -0.793 1.958
0.425 -109.800 5.844 5.844 -121.718 -0.528 2.188
0.442 -109.392 6.063 6.063 -121.338 -0.263 2.419
0.459 -108.984 6.282 6.282 -120.958 0.003 2.650
0.476 -108.576 6.501 6.501 -120.578 0.269 2.881
0.493 -108.168 6.720 6.720 -120.198 0.534 3.113
0.510 -107.760 6.933 6.933 -119.821 0.798 3.342
0.527 -107.352 7.141 7.141 -119.445 1.059 3.570
0.544 -106.944 7.350 7.350 -119.069 1.320 3.798
0.561 -106.536 7.558 7.558 -118.694 1.581 4.027
0.578 -106.128 7.767 7.767 -118.318 1.843 4.257
0.595 -105.720 7.976 7.976 -117.942 2.105 4.487
0.612 -105.312 8.176 8.176 -117.570 2.367 4.711
0.629 -104.904 8.373 8.373 -117.199 2.629 4.933
0.646 -104.496 8.569 8.569 -116.829 2.891 5.156
0.663 -104.088 8.766 8.766 -116.459 3.153 5.380
0.680 -103.680 8.963 8.963 -116.088 3.416 5.605
0.697 -103.272 9.159 9.159 -115.717 3.678 5.831
0.714 -102.864 9.344 9.344 -115.349 3.932 6.052
0.731 -102.456 9.527 9.527 -114.981 4.185 6.272
0.748 -102.048 9.710 9.710 -114.612 4.437 6.494
0.765 -101.640 9.892 9.892 -114.244 4.690 6.717
0.782 -101.232 10.075 10.075 -113.875 4.943 6.941
0.799 -100.824 10.257 10.257 -113.506 5.197 7.167
0.816 -100.416 10.425 10.425 -113.141 5.446 7.382
0.833 -100.008 10.593 10.593 -112.777 5.695 7.598
0.850 -99.600 10.760 10.760 -112.411 5.944 7.815
0.867 -99.192 10.927 10.927 -112.046 6.193 8.033
0.884 -98.784 11.095 11.095 -111.679 6.443 8.254
0.901 -98.376 11.261 11.261 -111.313 6.693 8.475
0.918 -97.968 11.411 11.411 -110.948 6.929 8.687
0.935 -97.560 11.561 11.561 -110.583 7.165 8.902
0.952 -97.152 11.711 11.711 -110.217 7.402 9.118
0.969 -96.744 11.861 11.861 -109.851 7.639 9.336
0.986 -96.336 12.011 12.011 -109.484 7.876 9.555
1.003 -95.928 12.158 12.158 -109.117 8.112 9.774
1.020 -95.520 12.290 12.290 -108.751 8.339 9.983
1.037 -95.112 12.422 12.422 -108.385 8.566 10.194
1.054 -94.704 12.554 12.554 -108.017 8.793 10.407
1.071 -94.296 12.686 12.686 -107.649 9.021 10.621
1.088 -93.888 12.818 12.818 -107.280 9.248 10.838
1.105 -93.480 12.944 12.944 -106.910 9.471 11.053
1.122 -93.072 13.056 13.056 -106.540 9.683 11.259
1.139 -92.664 13.169 13.169 -106.169 9.895 11.468
1.156 -92.256 13.281 13.281 -105.797 10.107 11.679
1.173 -91.848 13.394 13.394 -105.423 10.319 11.891
1.190 -91.440 13.506 13.506 -105.048 10.531 12.106
1.207 -91.032 13.610 13.610 -104.673 10.736 12.316
1.224 -90.624 13.702 13.702 -104.296 10.933 12.518
1.241 -90.216 13.794 13.794 -103.918 11.129 12.723
1.258 -89.808 13.886 13.886 -103.538 11.325 12.929
1.275 -89.400 13.978 13.978 -103.157 11.521 13.137
1.292 -88.992 14.070 14.070 -102.774 11.717 13.348
1.309 -88.584 14.150 14.150 -102.390 11.904 13.551
1.326 -88.176 14.221 14.221 -102.004 12.083 13.748
1.343 -87.768 14.292 14.292 -101.616 12.262 13.947
1.360 -87.360 14.363 14.363 -101.226 12.441 14.148
1.377 -86.952 14.433 14.433 -100.834 12.619 14.351
1.394 -86.544 14.504 14.504 -100.440 12.798 14.555
1.411 -86.136 14.560 14.560 -100.043 12.963 14.748
1.428 -85.728 14.609 14.609 -99.645 13.120 14.935
1.445 -85.320 14.658 14.658 -99.244 13.277 15.123
1.462 -84.912 14.706 14.706 -98.841 13.435 15.312
1.479 -84.504 14.755 14.755 -98.436 13.592 15.502
1.496 -84.096 14.804 14.804 -98.028 13.749 15.693
1.513 -83.688 14.835 14.835 -97.618 13.890 15.869
1.530 -83.280 14.861 14.861 -97.205 14.026 16.040
1.547 -82.872 14.888 14.888 -96.790 14.162 16.212
1.564 -82.464 14.914 14.914 -96.373 14.298 16.384
1.581 -82.056 14.941 14.941 -95.953 14.434 16.556
1.598 -81.648 14.967 14.967 -95.531 14.570 16.729
1.615 -81.240 14.973 14.973 -95.106 14.688 16.884
1.632 -80.832 14.977 14.977 -94.679 14.802 17.036
1.649 -80.424 14.981 14.981 -94.249 14.917 17.189
1.666 -80.016 14.985 14.985 -93.816 15.032 17.341
1.683 -79.608 14.989 14.989 -93.382 15.147 17.492
1.700 -79.200 14.993 14.993 -92.944 15.262 17.643
1.717 -78.792 14.974 14.974 -92.505 15.354 17.768
1.734 -78.384 14.955 14.955 -92.064 15.446 17.892
1.751 -77.976 14.936 14.936 -91.620 15.539 18.016
1.768 -77.568 14.918 14.918 -91.174 15.632 18.138
1.785 -77.160 14.899 14.899 -90.726 15.725 18.258
1.802 -76.752 14.877 14.877 -90.276 15.816 18.375
1.819 -76.344 14.836 14.836 -89.824 15.885 18.468
1.836 -75.936 14.795 14.795 -89.370 15.954 18.560
1.853 -75.528 14.753 14.753 -88.914 16.024 18.651
1.870 -75.120 14.712 14.712 -88.457 16.094 18.740
1.887 -74.712 14.671 14.671 -87.997 16.163 18.827
1.904 -74.304 14.624 14.624 -87.536 16.228 18.906
1.921 -73.896 14.561 14.561 -87.075 16.274 18.964
1.938 -73.488 14.497 14.497 -86.612 16.320 19.020
1.955 -73.080 14.434 14.434 -86.147 16.366 19.074
1.972 -72.672 14.370 14.370 -85.680 16.413 19.126
1.989 -72.264 14.307 14.307 -85.213 16.459 19.175
2.006 -71.856 14.236 14.236 -84.745 16.497 19.213
2.023 -71.448 14.151 14.151 -84.277 16.520 19.231
2.040 -71.040 14.066 14.066 -83.808 16.542 19.246
2.057 -70.632 13.981 13.981 -83.339 16.565 19.260
2.074 -70.224 13.896 13.896 -82.868 16.587 19.271
2.091 -69.816 13.811 13.811 -82.396 16.610 19.280
2.108 -69.408 13.716 13.716 -81.924 16.620 19.276
2.125 -69.000 13.611 13.611 -81.452 16.616 19.260
2.142 -68.592 13.505 13.505 -80.979 16.612 19.241
2.159 -68.184 13.400 13.400 -80.506 16.608 19.220
2.176 -67.776 13.294 13.294 -80.032 16.604 19.197
2.193 -67.368 13.188 13.188 -79.557 16.600 19.172
2.210 -66.960 13.071 13.071 -79.084 16.582 19.128
2.227 -66.552 12.945 12.945 -78.613 16.556 19.069
2.244 -66.144 12.820 12.820 -78.142 16.529 19.009
2.261 -65.736 12.694 12.694 -77.670 16.501 18.946
2.278 -65.328 12.569 12.569 -77.198 16.474 18.882
2.295 -64.920 12.443 12.443 -76.725 16.446 18.816
2.312 -64.512 12.304 12.304 -76.255 16.399 18.734
2.329 -64.104 12.160 12.160 -75.785 16.344 18.645
2.346 -63.696 12.016 12.016 -75.315 16.289 18.554
2.363 -63.288 11.872 11.872 -74.845 16.234 18.461
2.380 -62.880 11.728 11.728 -74.374 16.178 18.367
2.397 -62.472 11.583 11.583 -73.904 16.122 18.271
2.414 -62.064 11.425 11.425 -73.437 16.047 18.155
2.431 -61.656 11.263 11.263 -72.971 15.968 18.033
2.448 -61.248 11.102 11.102 -72.505 15.888 17.911
2.465 -60.840 10.940 10.940 -72.039 15.808 17.787
2.482 -60.432 10.778 10.778 -71.573 15.728 17.662
2.499 -60.024 10.617 10.617 -71.107 15.648 17.535
2.516 -59.616 10.440 10.440 -70.647 15.546 17.386
2.533 -59.208 10.262 10.262 -70.187 15.443 17.235
2.550 -58.800 10.084 10.084 -69.728 15.339 17.082
2.567 -58.392 9.906 9.906 -69.268 15.235 16.929
2.584 -57.984 9.728 9.728 -68.809 15.130 16.775
2.601 -57.576 9.550 9.550 -68.349 15.024 16.618
2.618 -57.168 9.358 9.358 -67.895 14.896 16.446
2.635 -56.760 9.166 9.166 -67.442 14.768 16.274
2.652 -56.352 8.973 8.973 -66.988 14.639 16.100
2.669 -55.944 8.781 8.781 -66.534 14.510 15.926
2.686 -55.536 8.589 8.589 -66.080 14.380 15.751
2.703 -55.128 8.395 8.395 -65.628 14.247 15.572
2.720 -54.720 8.190 8.190 -65.181 14.098 15.379
2.737 -54.312 7.985 7.985 -64.734 13.948 15.185
2.754 -53.904 7.780 7.780 -64.287 13.799 14.990
2.771 -53.496 7.575 7.575 -63.840 13.648 14.795
2.788 -53.088 7.371 7.371 -63.393 13.498 14.600
2.805 -52.680 7.163 7.163 -62.948 13.342 14.400
2.822 -52.272 6.947 6.947 -62.508 13.173 14.190
2.839 -51.864 6.731 6.731 -62.069 13.003 13.979
2.856 -51.456 6.515 6.515 -61.629 12.833 13.768
2.873 -51.048 6.300 6.300 -61.189 12.663 13.557
2.890 -50.640 6.084 6.084 -60.749 12.492 13.346
2.907 -50.232 5.865 5.865 -60.312 12.315 13.130
2.924 -49.824 5.640 5.640 -59.880 12.128 12.905
2.941 -49.416 5.415 5.415 -59.447 11.941 12.681
2.958 -49.008 5.190 5.190 -59.015 11.753 12.456
2.975 -48.600 4.966 4.966 -58.582 11.566 12.231
2.992 -48.192 4.741 4.741 -58.150 11.378 12.006
3.009 -47.784 4.512 4.512 -57.721 11.182 11.776
3.026 -47.376 4.281 4.281 -57.296 10.979 11.542
3.043 -46.968 4.049 4.049 -56.871 10.776 11.307
3.060 -46.560 3.817 3.817 -56.446 10.573 11.072
3.077 -46.152 3.586 3.586 -56.021 10.370 10.837
3.094 -45.744 3.354 3.354 -55.595 10.166 10.602
3.111 -45.336 3.119 3.119 -55.175 9.955 10.363
3.128 -44.928 2.882 2.882 -54.757 9.738 10.120
3.145 -44.520 2.646 2.646 -54.339 9.522 9.878
3.162 -44.112 2.409 2.409 -53.921 9.306 9.635
3.179 -43.704 2.172 2.172 -53.503 9.089 9.393
3.196 -43.296 1.936 1.936 -53.085 8.873 9.151
3.213 -42.888 1.697 1.697 -52.673 8.649 8.904
3.230 -42.480 1.457 1.457 -52.262 8.422 8.655
3.247 -42.072 1.218 1.218 -51.852 8.195 8.407
3.264 -41.664 0.978 0.978 -51.442 7.968 8.158
3.281 -41.256 0.739 0.739 -51.031 7.741 7.909
3.298 -40.848 0.499 0.499 -50.621 7.514 7.661
3.315 -40.440 0.259 0.259 -50.217 7.279 7.411
3.332 -40.032 0.019 0.019 -49.814 7.042 7.160
3.349 -39.624 -0.221 -0.221 -49.410 6.806 6.909
3.366 -39.216 -0.462 -0.462 -49.007 6.570 6.658
3.383 -38.808 -0.702 -0.702 -48.604 6.334 6.408
3.400 -38.400 -0.942 -0.942 -48.200 6.098 6.157
3.417 -37.992 -1.181 -1.181 -47.805 5.856 5.903
3.434 -37.584 -1.420 -1.420 -47.410 5.614 5.650
3.451 -37.176 -1.658 -1.658 -47.015 5.372 5.396
3.468 -36.768 -1.897 -1.897 -46.620 5.129 5.143
3.485 -36.360 -2.136 -2.136 -46.225 4.887 4.889
3.502 -35.952 -2.375 -2.375 -45.831 4.644 4.636
3.519 -35.544 -2.610 -2.610 -45.442 4.396 4.387
3.536 -35.136 -2.845 -2.845 -45.053 4.149 4.137
3.553 -34.728 -3.080 -3.080 -44.664 3.901 3.888
3.570 -34.320 -3.315 -3.315 -44.275 3.653 3.639
3.587 -33.912 -3.550 -3.550 -43.886 3.405 3.389
3.604 -33.504 -3.784 -3.784 -43.499 3.156 3.140
3.621 -33.096 -4.014 -4.014 -43.118 2.908 2.891
3.638 -32.688 -4.243 -4.243 -42.736 2.659 2.641
3.655 -32.280 -4.473 -4.473 -42.355 2.410 2.391
3.672 -31.872 -4.703 -4.703 -41.974 2.161 2.141
3.689 -31.464 -4.932 -4.932 -41.593 1.911 1.891
3.706 -31.056 -5.159 -5.159 -41.215 1.662 1.643
3.723 -30.648 -5.381 -5.381 -40.841 1.412 1.398
3.740 -30.240 -5.603 -5.603 -40.468 1.161 1.153
3.757 -29.832 -5.825 -5.825 -40.094 0.910 0.907
3.774 -29.424 -6.047 -6.047 -39.720 0.660 0.661
3.791 -29.016 -6.269 -6.269 -39.347 0.408 0.415
3.808 -28.608 -6.487 -6.487 -38.977 0.158 0.172
3.825 -28.200 -6.699 -6.699 -38.610 -0.092 -0.067
3.842 -27.792 -6.912 -6.912 -38.243 -0.342 -0.307
3.859 -27.384 -7.124 -7.124 -37.877 -0.592 -0.547
3.876 -26.976 -7.336 -7.336 -37.510 -0.843 -0.788
3.893 -26.568 -7.548 -7.548 -37.143 -1.094 -1.029
3.910 -26.160 -7.754 -7.754 -36.781 -1.343 -1.265
3.927 -25.752 -7.955 -7.955 -36.420 -1.591 -1.498
3.944 -25.344 -8.156 -8.156 -36.060 -1.839 -1.732
3.961 -24.936 -8.356 -8.356 -35.700 -2.087 -1.966
3.978 -24.528 -8.557 -8.557 -35.340 -2.336 -2.200
3.995 -24.120 -8.758 -8.758 -34.979 -2.585 -2.436
4.012 -23.712 -8.949 -8.949 -34.624 -2.830 -2.665
4.029 -23.304 -9.137 -9.137 -34.270 -3.074 -2.891
4.046 -22.896 -9.324 -9.324 -33.916 -3.319 -3.119
4.063 -22.488 -9.512 -9.512 -33.562 -3.564 -3.347
4.080 -22.080 -9.699 -9.699 -33.208 -3.810 -3.576
4.097 -21.672 -9.887 -9.887 -32.853 -4.056 -3.806
4.114 -21.264 -10.062 -10.062 -32.504 -4.296 -4.028
4.131 -20.856 -10.235 -10.235 -32.156 -4.536 -4.248
4.148 -20.448 -10.407 -10.407 -31.808 -4.777 -4.470
4.165 -20.040 -10.580 -10.580 -31.460 -5.018 -4.693
4.182 -19.632 -10.752 -10.752 -31.111 -5.260 -4.916
4.199 -19.224 -10.925 -10.925 -30.763 -5.502 -5.140
4.216 -18.816 -11.082 -11.082 -30.417 -5.738 -5.350
4.233 -18.408 -11.238 -11.238 -30.072 -5.973 -5.560
4.250 -18.000 -11.393 -11.393 -29.726 -6.209 -5.770
4.267 -17.592 -11.549 -11.549 -29.380 -6.446 -5.982
4.284 -17.184 -11.705 -11.705 -29.034 -6.684 -6.195
4.301 -16.776 -11.860 -11.860 -28.688 -6.921 -6.408
4.318 -16.368 -11.998 -11.998 -28.346 -7.148 -6.613
4.335 -15.960 -12.137 -12.137 -28.004 -7.376 -6.818
4.352 -15.552 -12.275 -12.275 -27.661 -7.605 -7.025
4.369 -15.144 -12.413 -12.413 -27.318 -7.835 -7.233
4.386 -14.736 -12.551 -12.551 -26.974 -8.066 -7.442
4.403 -14.328 -12.686 -12.686 -26.631 -8.296 -7.648
4.420 -13.920 -12.805 -12.805 -26.288 -8.517 -7.841
4.437 -13.512 -12.924 -12.924 -25.945 -8.740 -8.035
4.454 -13.104 -13.043 -13.043 -25.602 -8.963 -8.230
4.471 -12.696 -13.162 -13.162 -25.257 -9.187 -8.427
4.488 -12.288 -13.281 -13.281 -24.912 -9.413 -8.624
4.505 -11.880 -13.394 -13.394 -24.566 -9.635 -8.819
4.522 -11.472 -13.493 -13.493 -24.222 -9.848 -9.005
4.539 -11.064 -13.592 -13.592 -23.877 -10.062 -9.192
4.556 -10.656 -13.691 -13.691 -23.531 -10.277 -9.380
4.573 -10.248 -13.790 -13.790 -23.183 -10.493 -9.570
4.590 -9.840 -13.889 -13.889 -22.834 -10.710 -9.761
4.607 -9.432 -13.979 -13.979 -22.485 -10.922 -9.943
4.624 -9.024 -14.057 -14.057 -22.134 -11.126 -10.114
4.641 -8.616 -14.134 -14.134 -21.781 -11.331 -10.286
4.658 -8.208 -14.212 -14.212 -21.427 -11.537 -10.459
4.675 -7.800 -14.290 -14.290 -21.072 -11.743 -10.633
4.692 -7.392 -14.367 -14.367 -20.715 -11.951 -10.808
4.709 -6.984 -14.434 -14.434 -20.356 -12.150 -10.975
4.726 -6.576 -14.490 -14.490 -19.997 -12.341 -11.134
4.743 -6.168 -14.546 -14.546 -19.636 -12.533 -11.295
4.760 -5.760 -14.602 -14.602 -19.272 -12.726 -11.456
4.777 -5.352 -14.658 -14.658 -18.907 -12.919 -11.617
4.794 -4.944 -14.714 -14.714 -18.539 -13.114 -11.780
4.811 -4.536 -14.756 -14.756 -18.170 -13.297 -11.928
4.828 -4.128 -14.790 -14.790 -17.798 -13.473 -12.070
4.845 -3.720 -14.824 -14.824 -17.424 -13.650 -12.212
4.862 -3.312 -14.857 -14.857 -17.048 -13.828 -12.355
4.879 -2.904 -14.891 -14.891 -16.669 -14.006 -12.498
4.896 -2.496 -14.925 -14.925 -16.288 -14.185 -12.641
4.913 -2.088 -14.942 -14.942 -15.906 -14.348 -12.769
4.930 -1.680 -14.953 -14.953 -15.520 -14.506 -12.892
4.947 -1.272 -14.964 -14.964 -15.132 -14.665 -13.016
4.964 -0.864 -14.976 -14.976 -14.742 -14.825 -13.139
4.981 -0.456 -14.987 -14.987 -14.349 -14.984 -13.262
4.998 -0.048 -14.999 -14.999 -13.954 -15.143 -13.385
5.015 0.360 -14.990 -14.990 -13.556 -15.282 -13.487
5.032 0.768 -14.979 -14.979 -13.155 -15.417 -13.586
5.049 1.176 -14.967 -14.967 -12.753 -15.553 -13.684
5.066 1.584 -14.956 -14.956 -12.347 -15.688 -13.782
5.083 1.992 -14.944 -14.944 -11.940 -15.822 -13.880
5.100 2.400 -14.933 -14.933 -11.530 -15.956 -13.978
5.117 2.808 -14.899 -14.899 -11.117 -16.066 -14.052
5.134 3.216 -14.865 -14.865 -10.703 -16.176 -14.125
5.151 3.624 -14.831 -14.831 -10.286 -16.285 -14.198
5.168 4.032 -14.798 -14.798 -9.867 -16.393 -14.270
5.185 4.440 -14.764 -14.764 -9.445 -16.500 -14.341
5.202 4.848 -14.727 -14.727 -9.022 -16.604 -14.408
5.219 5.256 -14.671 -14.671 -8.597 -16.684 -14.453
5.236 5.664 -14.615 -14.615 -8.170 -16.763 -14.498
5.253 6.072 -14.559 -14.559 -7.741 -16.841 -14.542
5.270 6.480 -14.503 -14.503 -7.310 -16.918 -14.584
5.287 6.888 -14.447 -14.447 -6.877 -16.994 -14.626
5.304 7.296 -14.386 -14.386 -6.443 -17.063 -14.662
5.321 7.704 -14.308 -14.308 -6.007 -17.114 -14.678
5.338 8.112 -14.230 -14.230 -5.569 -17.163 -14.693
5.355 8.520 -14.153 -14.153 -5.130 -17.211 -14.707
5.372 8.928 -14.075 -14.075 -4.690 -17.259 -14.719
5.389 9.336 -13.997 -13.997 -4.248 -17.305 -14.731
5.406 9.744 -13.912 -13.912 -3.805 -17.340 -14.733
5.423 10.152 -13.813 -13.813 -3.362 -17.356 -14.719
5.440 10.560 -13.714 -13.714 -2.918 -17.370 -14.704
5.457 10.968 -13.615 -13.615 -2.473 -17.383 -14.688
5.474 11.376 -13.516 -13.516 -2.026 -17.395 -14.671
5.491 11.784 -13.417 -13.417 -1.579 -17.405 -14.653
5.508 12.192 -13.309 -13.309 -1.131 -17.404 -14.622
5.525 12.600 -13.190 -13.190 -0.683 -17.388 -14.578
5.542 13.008 -13.071 -13.071 -0.235 -17.371 -14.532
5.559 13.416 -12.952 -12.952 0.215 -17.353 -14.485
5.576 13.824 -12.833 -12.833 0.665 -17.334 -14.437
5.593 14.232 -12.714 -12.714 1.116 -17.314 -14.387
5.610 14.640 -12.584 -12.584 1.566 -17.277 -14.324
5.627 15.048 -12.445 -12.445 2.015 -17.227 -14.251
5.644 15.456 -12.307 -12.307 2.464 -17.176 -14.178
5.661 15.864 -12.169 -12.169 2.914 -17.124 -14.103
5.678 16.272 -12.031 -12.031 3.365 -17.071 -14.027
5.695 16.680 -11.893 -11.893 3.816 -17.017 -13.951
5.712 17.088 -11.742 -11.742 4.265 -16.947 -13.857
5.729 17.496 -11.586 -11.586 4.715 -16.870 -13.755
5.746 17.904 -11.430 -11.430 5.164 -16.792 -13.653
5.763 18.312 -11.274 -11.274 5.614 -16.713 -13.550
5.780 18.720 -11.118 -11.118 6.065 -16.634 -13.445
5.797 19.128 -10.962 -10.962 6.516 -16.554 -13.340
5.814 19.536 -10.793 -10.793 6.963 -16.451 -13.219
5.831 19.944 -10.620 -10.620 7.410 -16.344 -13.095
5.848 20.352 -10.448 -10.448 7.857 -16.236 -12.969
5.865 20.760 -10.275 -10.275 8.304 -16.127 -12.843
5.882 21.168 -10.103 -10.103 8.751 -16.018 -12.716
5.899 21.576 -9.930 -9.930 9.199 -15.908 -12.588
5.916 21.984 -9.743 -9.743 9.642 -15.776 -12.442
5.933 22.392 -9.556 -9.556 10.086 -15.643 -12.294
5.950 22.800 -9.368 -9.368 10.529 -15.509 -12.145
5.967 23.208 -9.181 -9.181 10.973 -15.375 -11.996
5.984 23.616 -8.993 -8.993 11.416 -15.240 -11.846
6.001 24.024 -8.805 -8.805 11.860 -15.103 -11.695
6.018 24.432 -8.604 -8.604 12.299 -14.947 -11.528
6.035 24.840 -8.403 -8.403 12.738 -14.791 -11.359
6.052 25.248 -8.203 -8.203 13.178 -14.634 -11.191
6.069 25.656 -8.002 -8.002 13.617 -14.477 -11.022
6.086 26.064 -7.801 -7.801 14.056 -14.320 -10.852
6.103 26.472 -7.598 -7.598 14.495 -14.159 -10.680
6.120 26.880 -7.386 -7.386 14.929 -13.981 -10.495
6.137 27.288 -7.174 -7.174 15.363 -13.804 -10.310
6.154 27.696 -6.961 -6.961 15.798 -13.626 -10.125
6.171 28.104 -6.749 -6.749 16.232 -13.448 -9.939
6.188 28.512 -6.537 -6.537 16.667 -13.269 -9.754
6.205 28.920 -6.321 -6.321 17.099 -13.085 -9.564
