# t mx my mz trailx traily trailz
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
