# t mx my mz trailx traily trailz
0.937499 133.749802 -9.566971 -4.902437 129.006668 -7.990657 -4.768389
0.939999 134.399796 -9.784278 -4.960557 129.652969 -8.213864 -4.998863
0.942499 135.049805 -10.000612 -4.990943 130.305496 -8.436245 -5.201528
0.944999 135.699799 -10.216093 -4.997387 130.964111 -8.657912 -5.378661
0.947499 136.349792 -10.430697 -4.979865 131.628540 -8.878811 -5.528845
0.949999 136.999786 -10.644417 -4.938457 132.298294 -9.098954 -5.650898
0.952499 137.649796 -10.857080 -4.869438 132.972687 -9.318205 -5.739255
0.954999 138.299805 -11.068813 -4.777088 133.651062 -9.536642 -5.797690
0.957499 138.949799 -11.279605 -4.661833 134.332596 -9.754269 -5.825789
0.959999 139.599777 -11.489433 -4.524180 135.016479 -9.971074 -5.823400
0.962499 140.249802 -11.698121 -4.361237 135.701645 -10.186855 -5.786158
0.964999 140.899796 -11.905806 -4.177427 136.387436 -10.401770 -5.719028
0.967499 141.549789 -12.112479 -3.973590 137.073135 -10.615806 -5.622676
0.969999 142.199799 -12.318120 -3.750626 137.758026 -10.828945 -5.497907
0.972499 142.849792 -12.522536 -3.506699 138.440948 -11.040998 -5.341689
0.974999 143.499786 -12.725883 -3.246029 139.121796 -11.252118 -5.159446
0.977499 144.149780 -12.928146 -2.969795 139.800064 -11.462273 -4.952527
0.979999 144.799789 -13.129302 -2.679233 140.475388 -11.671429 -4.722298
0.982499 145.449783 -13.329157 -2.373683 141.146667 -11.879448 -4.466904
0.984999 146.099792 -13.527873 -2.056858 141.814301 -12.086454 -4.191529
0.987499 146.749786 -13.725436 -1.730162 142.477997 -12.292435 -3.897720
0.989999 147.399780 -13.921830 -1.395068 143.137604 -12.497368 -3.587051
0.992499 148.049774 -14.116838 -1.052168 143.791718 -12.696507 -3.254801
0.994999 148.699783 -14.310640 -0.704341 144.444534 -12.894455 -2.915061
0.997499 149.349777 -14.503222 -0.353130 145.095963 -13.091237 -2.569302
0.999999 149.999771 -14.694571 -0.000118 144.999771 -14.694571 -0.000118
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
1.000000 150.000000 -14.694634 0.000000 145.000000 -14.694634 0.000000
